ID,Family name,Title,Personal name,Age,Department/Class,Passenger/Crew,Citizenship,Position,Status,City,Adult/Minor,Sex
1406,GOODALL,Mrs.,William (Beatrice),33,Third,Passenger,British,,Married,Kearney,Adult,Female
1407,GOODE,Mr.,George,23,Third,Passenger,British,,,,Adult,Male
1408,GOODWIN,Miss,Rose,30,Third,Passenger,British,,Single,Baltimore,Adult,Female
1409,GORDON,Mr.,George,,Third,Passenger,British,,,Calgary,Adult,Male
1410,GRAHAM,Mr.,Gordon,26,Third,Passenger,British,,,San Francisco,Adult,Male
1411,GRANAHAN,Mr.,Michael,52,Third,Passenger,British,,,Chicago,Adult,Male
1412,GREENSHIELDS,Mr.,A. J.,,Third,Passenger,British,,,,Adult,Male
1413,GRIGORIAN,Mr.,Majlin,37,Third,Passenger,Russian,,,New York,Adult,Male
1414,GRINSTED,Mr.,S. Cyril,27,Third,Passenger,British,,,New York,Adult,Male
1415,GRIWACCZEWSKI,Mr.,Michael,28,Third,Passenger,Russian,,,New York,Adult,Male
1416,GROVES,Mr.,George,70,Third,Passenger,British,,,Gainsborough,Adult,Male
1417,GRYSZKIEWICZ,Mr.,Antoni,26,Third,Passenger,Russian,,,Three Rivers,Adult,Male
1418,HANCOCK,Mr.,Thomas,36,Third,Passenger,British,,,Bisbee,Adult,Male
1419,HANLEY,Mr.,"Patrick ""Peter""",,Third,Passenger,British,,,Brooklyn,Adult,Male
1420,HANUS,Mr.,Charles,37,Third,Passenger,British,,Married,Chicago,Adult,Male
1421,HANUS,Mrs.,Charles (Mary),37,Third,Passenger,British,,Married,Chicago,Adult,Female
1422,HARKENS,Mr.,Alexander,41,Third,Passenger,British,,,Philadelphia,Adult,Male
1423,HARRISON,Mr.,George Wraith,24,Third,Passenger,British,,,Fernie,Adult,Male
1424,HARVEY,Mr.,William,53,Third,Passenger,USA,,,New York,Adult,Male
1425,HEBDEN,Mr.,Robert,35,Third,Passenger,British,,Married,New Bedford,Adult,Male
1426,HEBDEN,Mrs.,Robert (Clara),27,Third,Passenger,British,,Married,New Bedford,Adult,Female
1427,HENRY,Mrs.,John (Catherine Ruane),24,Third,Passenger,British,,Married,New York,Adult,Female
1428,HESKETH,Mr.,Alfred W.,31,Third,Passenger,British,,,Welland,Adult,Male
1429,HOGAN,Miss,Jane,39,Third,Passenger,British,,Single,New York,Adult,Female
1430,HOOK,Mr.,George (father of Elsie and Frank),47,Third,Passenger,British,,Married,Toronto,Adult,Male
1431,HOOK,Master,Frank (son of George),11,Third,Passenger,British,,Single,Toronto,Minor,Male
1432,HOOK,Miss,Elsie (daughter of George),12,Third,Passenger,British,,Single,Toronto,Minor,Female
1433,HOUSTON,Mr.,Frank,27,Third,Passenger,British,,,Auburn,Adult,Male
1434,HOWARD,Mr.,William,36,Third,Passenger,British,,,St  Louis,Adult,Male
1435,HOWLEY,Mrs.,Edward (Rose Howley),42,Third,Passenger,British,,Married,New Rochelle,Adult,Female
1436,HURLEY,Mr.,Charles Edwin,33,Third,Passenger,USA,,Married,Brockton,Adult,Male
1437,INMAN,Mr.,John Edward,26,Third,Passenger,British,,,Park City,Adult,Male
1438,IRETON,Mr.,Edward,36,Third,Passenger,British,,,New York,Adult,Male
1439,ISHERWOOD,Mr.,Fred,29,Third,Passenger,British,,,New York,Adult,Male
1440,IVANNIK,Mr.,Peter,34,Third,Passenger,Russian,,,Jamaica,Adult,Male
1441,IWANUK,Mr.,Emilian,27,Third,Passenger,Russian,,,New York,Adult,Male
1442,JACOBS,Mrs.,Abraham (Liba Bella Chirug),67,Third,Passenger,British,,Married,London,Adult,Female
1443,JAMES,Miss,Violet Isabel,32,Third,Passenger,British,,Single,Edmonton,Adult,Female
1444,JENKINS,Mr.,Alfred,73,Third,Passenger,British,,,,Adult,Male
1445,JOHANNSEN,Mr.,Sven,36,Third,Passenger,Swedish,,Single,Chicago,Adult,Male
1446,JOHNSON,Mr.,Herbert K.,24,Third,Passenger,British,,,New York,Adult,Male
1447,JOHNSON,Mr.,John,27,Third,Passenger,British,,,New York,Adult,Male
1448,JOHNSON,Mr.,Albert E.,72,Third,Passenger,British,,,Canada,Adult,Male
1449,JONES,Mr.,Evan,65,Third,Passenger,USA,,,Ottumwa,Adult,Male
1450,JUNCZYK,Mr.,Egor,24,Third,Passenger,Russian,,,Hoosik Falls,Adult,Male
1451,KAPERALIA,Mr.,Nikola,33,Third,Passenger,Persian,,,Chicago,Adult,Male
1452,KASIARAN,Mr.,Mirja,50,Third,Passenger,Russian,,,New York,Adult,Male
1453,KELLY,Miss,Annie,19,Third,Passenger,British,,Single,Deported,Adult,Female
1454,KELLY,Miss,Marie,32,Third,Passenger,British,,Single,Boston,Adult,Female
1455,KENNY,Miss,Agnes,26,Third,Passenger,British,,Single,New York,Adult,Female
1456,KEVORKE,Mr.,Ahajan,28,Third,Passenger,Russian,,,New York,Adult,Male
1457,KILKENNEY,Miss,Annie,22,Third,Passenger,British,,Single,New York,Adult,Female
1458,KILKENNY,Miss,Delia Mary,33,Third,Passenger,British,,Single,New York,Adult,Female
1459,KILLAWE,Miss,Winifred,30,Third,Passenger,British,,Single,Pittsburgh,Adult,Female
1460,KING,Mr.,Harry,24,Third,Passenger,British,,,Chicago,Adult,Male
1461,KING,Mr.,George,32,Third,Passenger,British,,,W  Frankfort,Adult,Male
1462,KING,Miss,Sarah (Mrs. Michael Doherty),24,Third,Passenger,British,,Married,Deported,Adult,Female
1463,KOCZURKO,Mr.,Wilkenti,59,Third,Passenger,Russian,,,Chicago,Adult,Male
1464,KOMARYSHYN,Mr.,Hryhory,43,Third,Passenger,Russian,,,Sault Sainte Marie,Adult,Male
1465,KORNEJCZYK,Mr.,Andrej,25,Third,Passenger,Russian,,,Clarksburg,Adult,Male
1466,KOWERETZ,Mr.,Naum D.,29,Third,Passenger,Russian,,,Chicago,Adult,Male
1467,KOZLOWSKI,Mr.,Mr. Kost,26,Third,Passenger,Russian,,,Clarksburg,Adult,Male
1468,KULICZ,Mr.,Stegan,32,Third,Passenger,Russian,,,Chicago,Adult,Male
1469,LAMBERT,Master,William Patrick,5,Third,Passenger,USA,,Single,New York,Minor,Male
1470,LAMBERT,Mrs.,John (Delia Gately),25,Third,Passenger,British,,Married,New York,Adult,Female
1471,LEYLAND,Mr.,William,44,Third,Passenger,British,,,San Francisco,Adult,Male
1472,LICHACZOW,Mr.,Ignatii,23,Third,Passenger,Russian,,,Windsor,Adult,Male
1473,LIGHT,Mr.,Herbert,32,Third,Passenger,British,,,Camden,Adult,Male
1474,LINDLEY,Mr.,Harry,24,Third,Passenger,British,,,Toledo,Adult,Male
1475,LIZAWCZUK,Mr.,Alexaj,26,Third,Passenger,Russian,,,Philadelphia,Adult,Male
1476,LOCKHART,Mr.,James,30,Third,Passenger,British,,,New York,Adult,Male
1477,LOCKWOOD,Master,Clifford,11,Third,Passenger,British,,Single,Harrison,Minor,Male
1478,LOCKWOOD,Mrs.,Dick (Florence Robshaw),35,Third,Passenger,British,,Married,Harrison,Adult,Female
1479,LOCKWOOD,Miss,Lily (Lillian),7,Third,Passenger,USA,,Single,Harrison,Minor,Female
1480,LOGAN,Master,Robert,11,Third,Passenger,USA,,Single,New York,Infant,Male
1481,LOGAN,Mrs.,James (Ruth Cooper),27,Third,Passenger,British,,Married,New York,Adult,Female
1482,LOGNUNIETZ,Mr.,Wasili,23,Third,Passenger,Russian,,,Chicago,Adult,Male
1483,LONG,Mr.,Harry,21,Third,Passenger,British,,,Detroit,Adult,Male
1484,LOSEVICZ,Mr.,Fadej,32,Third,Passenger,Russian,,,Woodhaven,Adult,Male
1485,LUCKO,Mr.,Timofej,20,Third,Passenger,Russian,,,Hastings,Adult,Male
1486,LUKER,Mr.,Francis John,30,Third,Passenger,British,,,Saskatoon,Adult,Male
1487,LUKIANOWICZ,Mr.,Wawren,39,Third,Passenger,Russian,,,Chicago,Adult,Male
1488,LYONS,Miss,Annie,26,Third,Passenger,British,,Single,Newark,Adult,Female
1489,MacKENZIE,Mr.,Robert Anderson,40,Third,Passenger,British,,,New York,Adult,Male
1490,MALICZ,Mr.,Pawel L.,34,Third,Passenger,Russian,,,Chicago,Adult,Male
1491,MARCHEWKA,Mr.,Josef,50,Third,Passenger,Russian,,,Three Rivers,Adult,Male
1492,MARKS,Miss,Georgina,24,Third,Passenger,British,,Single,Bristol,Adult,Female
1493,MARKS,Mrs.,G. (Elizabeth Brock),50,Third,Passenger,British,,Married,Bristol,Adult,Female
1494,MARSH,Mr.,Thomas,29,Third,Passenger,British,,Married,Toronto,Adult,Male
1495,MARSH,Master,"Thomas, Jr.",11,Third,Passenger,British,,Single,Toronto,Infant,Male
1496,MARSH,Mrs.,Thomas (Annie),26,Third,Passenger,British,,Married,Toronto,Adult,Female
1497,MARSHALL,Mrs.,Fannie E.,35,Third,Passenger,British,,Married,,Adult,Female
1498,MARTIN,Mrs.,Albert (Laura Truman),56,Third,Passenger,British,,Married,New Philadelphia,Adult,Female
1499,MASON,Mr.,Joseph Howard,31,Third,Passenger,British,,,Detroit,Adult,Male
1500,MATTHEWS,Mr.,Thomas,27,Third,Passenger,British,,,Calumet,Adult,Male
1501,MAZURAK,Mr.,"Iwan ""John""",22,Third,Passenger,Russian,,,Waterbury,Adult,Male
1502,McAFEE,Mr.,Thomas,28,Third,Passenger,British,,,,Adult,Male
1503,McANEMY,Mr.,John,23,Third,Passenger,British,,,New York,Adult,Male
1504,McCALLUM,Mr.,Albert Alexander,27,Third,Passenger,British,,,New York,Adult,Male
1505,McCLAMMOND,Mr.,Samuel,32,Third,Passenger,British,,,New York,Adult,Male
1506,McCORMICK,Mr.,Thomas,30,Third,Passenger,British,,,Nashua,Adult,Male
1507,McCREADY,Mr.,Robert G.,28,Third,Passenger,British,,,,Adult,Male
1508,McDERMOTT,Mr.,Andrew,22,Third,Passenger,British,,,Boston,Adult,Male
1509,McKEON,Miss,Jane,24,Third,Passenger,British,,Single,New York,Adult,Female
1510,McLOUGHLIN,Mr.,Patrick J.,35,Third,Passenger,British,,Married,Hartford,Adult,Male
1511,McNULTY,Mr.,Stephen,27,Third,Passenger,British,,,New York,Adult,Male
1512,MEANEY,Mr.,George Peter,30,Third,Passenger,British,,,Thomas,Adult,Male
1513,MICHALKOWICZ,Mr.,Iwan,26,Third,Passenger,Russian,,,Chicago,Adult,Male
1514,MOLLOY,Mr.,Robert J.,,Third,Passenger,British,,,Deported,Adult,Male
1515,MOSES,Mrs.,George (Janet Lynn),46,Third,Passenger,British,,Married,Wilkinsburg,Adult,Female
1516,MUIRHEAD,Mr.,William,31,Third,Passenger,British,,,New York,Adult,Male
1517,MURASKO,Mr.,Boris,24,Third,Passenger,Russian,,,Oxford Furnace,Adult,Male
1518,MURRAY,Master,Walter,4,Third,Passenger,British,,Single,Chicago,Minor,Male
1519,MURRAY,Mrs.,James (Margaret Gray),26,Third,Passenger,British,,Married,Chicago,Adult,Female
1520,MURRAY,Mrs.,Mary,,Third,Passenger,British,,Married,,Adult,Female
1521,NEILBORSKI,Mr.,Gregory,22,Third,Passenger,Russian,,,Oxford Furnace,Adult,Male
1522,NEILSON,Miss,Gerda Theoline,29,Third,Passenger,British,,Single,Brooklyn,Adult,Female
1523,NEILSON,Miss,Violet,,Third,Passenger,Norwegian,,Single,Deported,Adult,Female
1524,NIKANDER,Mr.,Gunnar,,Third,Passenger,Russian,,,Deported,Adult,Male
1525,NORMAN,Mr.,Jasper,27,Third,Passenger,British,,,Rochester,Adult,Male
1526,O'CONNOR,Mr.,John,23,Third,Passenger,British,,,New York,Adult,Male
1527,OGINSKI,Mr.,Danil,27,Third,Passenger,Russian,,,Hartford,Adult,Male
1528,OHANNIA,Mr.,Aziz,35,Third,Passenger,Persian,,,Chicago,Adult,Male
1529,O'KELLY,Mr.,John J.,28,Third,Passenger,British,,,New York,Adult,Male
1530,OLESZKO,Mr.,John,22,Third,Passenger,Russian,,,Chicago,Adult,Male
1531,OLIVAR,Mr.,Diego,46,Third,Passenger,Mexican,,,New York,Adult,Male
1532,ORYDYNIEC,Mr.,Andrzej,45,Third,Passenger,Russian,,,Syracuse,Adult,Male
1533,OWENS,Mr.,Patrick,29,Third,Passenger,British,,,St  Louis,Adult,Male
1534,PALMER,Mr.,Charles,21,Third,Passenger,British,,,Camden,Adult,Male
1535,PARKES,Mr.,William Henry,23,Third,Passenger,British,,,,Adult,Male
1536,PERKA,Mr.,Maxim Antanow,27,Third,Passenger,Russian,,,,Adult,Male
1537,PETRENOK,Mr.,Andrej,34,Third,Passenger,Russian,,,Mechanicsville,Adult,Male
1538,PETRONSIAN,Mr.,Kahraman,16,Third,Passenger,Russian,,,New York,Minor,Male
1539,PHILLIPS,Mr.,William,40,Third,Passenger,British,,,Hillcrest,Adult,Male
1540,PICKARD,Mr.,Frederick J.,30,Third,Passenger,British,,,New York,Adult,Male
1541,PODRUBLENY,Mr.,Aleksij,38,Third,Passenger,Russian,,,Niagara Falls,Adult,Male
1542,POLUBINSKI,Mr.,Mikentii,44,Third,Passenger,Russian,,,North Easton,Adult,Male
1543,PRYOR,Mr.,John,25,Third,Passenger,British,,,New York,Adult,Male
1544,PULIK,Mr.,Mychail,34,Third,Passenger,Russian,,,Sault Ste  Marie,Adult,Male
1545,RAWEN,Miss,Annie,29,Third,Passenger,British,,Single,Chicago,Adult,Female
1546,REID,Mr.,John H.,50,Third,Passenger,British,,,Trenton,Adult,Male
1547,REID,Mrs.,Ellen,26,Third,Passenger,British,,Married,New York,Adult,Female
1548,RILEY,Miss,Ethel,4,Third,Passenger,British,,Single,Boston,Minor,Female
1549,RILEY,Miss,Sutcliffe,4,Third,Passenger,British,,Single,Boston,Minor,Female
1550,RILEY,Mr.,Edward,30,Third,Passenger,British,,Married,Boston,Adult,Male
1551,RILEY,Mrs.,Edward (Annie Taylor),29,Third,Passenger,British,,Married,Boston,Adult,Female
1552,ROBINSON,Mr.,Allan William,26,Third,Passenger,British,,Single,Clay Centre,Adult,Male
1553,ROBSHAW,Mrs.,George (Edith),26,Third,Passenger,British,,,Kearney,Adult,Female
1554,SARGIS,Mr.,Pera,28,Third,Passenger,Persian,,,Gary,Adult,Male
1555,SCOTT,Master,"Arthur, Jr.",8,Third,Passenger,British,,Single,No  Adams,Minor,Male
1556,SCOTT,Mrs.,Arthur (Alice Ann Kay),29,Third,Passenger,British,,Married,No  Adams,Adult,Female
1557,SEFERIEN,Mr.,Levon,29,Third,Passenger,Persian,,,Troy,Adult,Male
1558,SEISIAN,Mr.,Karatioum,35,Third,Passenger,Persian,,,Troy,Adult,Male
1559,SELF,Mr.,James,33,Third,Passenger,British,,Married,,Adult,Male
1560,SELF,Mrs.,James (Florence Carl),30,Third,Passenger,British,,Married,,Adult,Female
1561,SERGIS,Mr.,George,37,Third,Passenger,Persian,,,Yonkers,Adult,Male
1562,SHACKNELL,Mr.,William George,50,Third,Passenger,British,,,New York,Adult,Male
1563,SHARP,Mr.,Samuel S.,53,Third,Passenger,British,,Married,Crooksville,Adult,Male
1564,SHARP,Master,George,15,Third,Passenger,British,,Single,Crooksville,Minor,Male
1565,SHARP,Mrs.,Annie,32,Third,Passenger,British,,Married,Boston,Adult,Female
1566,SHARP,Mrs.,Samuel S. (Mary Jane),53,Third,Passenger,British,,Married,Crooksville,Adult,Female
1567,SHEEDY,Mr.,Patrick,30,Third,Passenger,British,,,Deported,Adult,Male
1568,SHEPPERSON,Mr.,Arthur George,26,Third,Passenger,British,,,New York,Adult,Male
1569,SHIRRAS,Mr.,Robert Brown,26,Third,Passenger,British,,,,Adult,Male
1570,SHKERDOFF,Mr.,Jacob,19,Third,Passenger,Russian,,,Pittsburgh,Adult,Male
1571,SHKERDOFF,Mr.,Archie,21,Third,Passenger,Russian,,,Pittsburgh,Adult,Male
1572,SIDWELL,Mr.,George,48,Third,Passenger,British,,,Hamilton,Adult,Male
1573,SIKIWICKI,Mr.,Andro,25,Third,Passenger,Russian,,,Franklin Furnace,Adult,Male
1574,SIKORA,Mr.,Joseph,32,Third,Passenger,Russian,,,Buffalo,Adult,Male
1575,SIMPSON,Mr.,Edward,50,Third,Passenger,British,,,Lawrence,Adult,Male
1576,SKELTON,Mr.,Frederick,30,Third,Passenger,British,,,Hamilton,Adult,Male
1577,SMETHURST,Mr.,Harold,27,Third,Passenger,British,,Married,New Philadelphia,Adult,Male
1578,SMETHURST,Mrs.,Harold (Alice),24,Third,Passenger,British,,Married,New Philadelphia,Adult,Female
1579,SMITH,Mr.,George,33,Third,Passenger,British,,,,Adult,Male
1580,SMITH,Miss,Agnes,24,Third,Passenger,British,,Single,Glencoe,Adult,Female
1581,SMITH,Mrs.,William (Minnie),28,Third,Passenger,British,,Married,Hamilton,Adult,Female
1582,SNOWDEN,Mr.,Fred A.,30,Third,Passenger,British,,,Toronto,Adult,Male
1583,SNOWDEN,Mr.,Thomas,30,Third,Passenger,British,,,Lynn,Adult,Male
1584,SOBOLOWSKI,Mr.,Mitrofan,29,Third,Passenger,Russian,,,Lyndora,Adult,Male
1585,SOLONINA,Mr.,Stefan,37,Third,Passenger,Russian,,,East St  Louis,Adult,Male
1586,SPENDLEY,Mrs.,David March (Kate Bermet),28,Third,Passenger,British,,Married,Sunderland,Adult,Female
1587,STACEY,Mr.,Joseph Nelson,22,Third,Passenger,British,,,,Adult,Male
1588,STACHULA,Mr.,Michael,30,Third,Passenger,Russian,,,Buffalo,Adult,Male
1589,STANDFAST,Mr.,Noel,40,Third,Passenger,British,,,Nanaimo,Adult,Male
1590,STANKIEWICZ,Mr.,Anthony,46,Third,Passenger,Russian,,,Trenton,Adult,Male
1591,STEELE,Mr.,George,29,Third,Passenger,British,,,New York,Adult,Male
1592,STENSON,Miss,Delia,40,Third,Passenger,British,,Single,Boston,Adult,Female
1593,STEPHEN,Mr.,Thomas Ohan,23,Third,Passenger,USA,,,Chicago,Adult,Male
1594,STEVENS,Mr.,George,28,Third,Passenger,British,,,Olean,Adult,Male
1595,STEVENSON,Mr.,Hugh,31,Third,Passenger,British,,,Yonkers,Adult,Male
1596,STOCKTON,Mr.,Alfred,23,Third,Passenger,British,,,Marion,Adult,Male
1597,STOLARENIC,Mr.,Vasili,26,Third,Passenger,Russian,,,Chicago,Adult,Male
1598,STRULZ,Mr.,Theodor,27,Third,Passenger,Russian,,,,Adult,Male
1599,STRYNECHUK,Mr.,Save,26,Third,Passenger,Russian,,,Palmerton,Adult,Male
1600,SWALLOW,Mr., Allan,17,Third,Passenger,British,,,Hamilton,Minor,Male
1601,TADUS,Mr.,Asset,38,Third,Passenger,Persian,,,Yonkers,Adult,Male
1602,TARACSEWICS,Mr.,Iwan,42,Third,Passenger,Russian,,,Palmerton,Adult,Male
1603,TAYLOR,Mrs.,Harold William (Lucy Haddock),19,Third,Passenger,British,,Married,Niagara Falls,Adult,Female
1604,TAYLOR,Mr.,Harold William,21,Third,Passenger,British,,Married,Niagara Falls,Adult,Male
1605,TAYLOR,Mr.,Arthur,,Third,Passenger,British,,,,Adult,Male
1606,THOMPSON,Mr.,Norman,18,Third,Passenger,British,,Single,Canton,Adult,Male
1607,THOMPSON,Mr.,Joseph,40,Third,Passenger,British,,Married,Canton,Adult,Male
1608,THOMPSON,Mrs.,Joseph (Sarah Ann),40,Third,Passenger,British,,Married,Canton,Adult,Female
1609,TOBIN,Mrs.,Nora,25,Third,Passenger,British,,Married,Boston,Adult,Female
1610,TOMASZEWICZ,Mr.,Iwan,28,Third,Passenger,Russian,,,Bayonne,Adult,Male
1611,TOMMS,Miss,Elizabeth,,Third,Passenger,British,,Single,Toronto,Adult,Female
1612,TOPPING,Mrs.,Albert (Margaret Shenty),40,Third,Passenger,British,,Married,Brooklyn,Adult,Female
1613,TOPPING,Miss,Hilda,10,Third,Passenger,British,,Single,Brooklyn,Minor,Female
1614,TOUHEY,Miss,Margaret,25,Third,Passenger,British,,Single,New York,Adult,Female
1615,TRAVERS,Mrs.,Jane,30,Third,Passenger,British,,Married,Newark,Adult,Female
1616,TUCKER,Mr.,Albert,25,Third,Passenger,British,,,Hamilton,Adult,Male
1617,TWINING,Mr.,Edwin,19,Third,Passenger,British,,,New York,Adult,Male
1618,TYLER,Mr.,Samuel,28,Third,Passenger,British,,,Whitehall,Adult,Male
1619,VEALS,Mr.,Albert Edward,31,Third,Passenger,British,,Married,Orange,Adult,Male
1620,VEALS,Mrs.,Albert Edward (Agnes Maud Bailey),27,Third,Passenger,British,,Married,Orange,Adult,Female
1621,WAARANEN,Miss,Ellen Marie,22,Third,Passenger,Russian,,Single,Worcester,Adult,Female
1622,WARD,Mr.,Joseph,41,Third,Passenger,British,,,Blakely,Adult,Male
1623,WARD,Mr.,George,48,Third,Passenger,British,,Married,Newark,Adult,Male
1624,WARD,Mrs.,George (Ellen),43,Third,Passenger,British,,Married,Newark,Adult,Female
1625,WARDLE,Mrs.,Frank (Cissie),22,Third,Passenger,British,,Married,Adamsdale,Adult,Female
1626,WATSON,Mrs.,Kate,,Third,Passenger,British,,Married,Seaforth,Adult,Female
1627,WEBB,Mr.,William,40,Third,Passenger,British,,Married,Medforth,Adult,Male
1628,WEBB,Mrs.,William (Sarah),32,Third,Passenger,British,,Married,Medforth,Adult,Female
1629,WEBB,Mrs.,Elizabeth,69,Third,Passenger,British,,Married,Medforth,Adult,Female
1630,WELSH,Mr.,John,34,Third,Passenger,British,,Single,Manchester,Adult,Male
1631,WILKES,Miss,Alice Kate,30,Third,Passenger,British,,Single,Chicago,Adult,Female
1632,WILLIAMS,Mr.,David,27,Third,Passenger,British,,,Edmonton,Adult,Male
1633,WILLIAMS,Mr.,James,38,Third,Passenger,British,,,New York,Adult,Male
1634,WILLIAMS,Mr.,Thomas,45,Third,Passenger,British,,,Johnstown,Adult,Male
1635,WILLIAMS,Master,David,3,Third,Passenger,British,,Single,Plainfield,Infant,Male
1636,WILLIAMS,Master,George Albert,6,Third,Passenger,British,,Single,Plainfield,Minor,Male
1637,WILLIAMS,Master,John Edward,10,Third,Passenger,British,,Single,Plainfield,Minor,Male
1638,WILLIAMS,Mrs.,Harry John (Elizabeth Annie Millman),37,Third,Passenger,British,,Married,Plainfield,Adult,Female
1639,WILLIAMS,Miss,Florence,4,Third,Passenger,British,,Single,Plainfield,Minor,Female
1640,WILLIAMS,Miss,Ethel,5,Third,Passenger,British,,Single,Plainfield,Minor,Female
1641,WILLIAMS,Miss,Edith,9,Third,Passenger,British,,Single,Plainfield,Minor,Female
1642,WILSON,Master,Frank,4,Third,Passenger,British,,Single,Toronto,Minor,Male
1643,WILSON,Mrs.,William (Emily),,Third,Passenger,British,,Married,Toronto,Adult,Female
1644,WILSON,Miss,Dorothy,2,Third,Passenger,British,,Single,Toronto,Minor,Female
1645,WOODWORD,Mr.,Robert,22,Third,Passenger,British,,,Niagara Falls,Adult,Male
1646,WORRELL,Mr.,Fred A.,45,Third,Passenger,British,,,New York,Adult,Male
1647,YOHAMA,Mr.,Envia,40,Third,Passenger,Persian,,,Chicago,Adult,Male
1648,YOHANAN,Mr.,Alvaretz,32,Third,Passenger,Persian,,,Chicago,Adult,Male
1649,YORK,Mr.,William,,Third,Passenger,British,,,Brantford,Adult,Male
1650,YOUNG,Mrs.,Charles (Elizabeth Grossart),27,Third,Passenger,British,,Married,Chicago,Adult,Female
1651,ZALIACHANOFF,Mr.,Khaeho,37,Third,Passenger,Russian,,,New York,Adult,Male
1652,DOMINGUES,Mr.,Manuel,,Third,Passenger,British,,,,Adult,Male
1653,GENANSELM,Mr.,A.,,Third,Passenger,British,,,,Adult,Male
1654,SLIGHT,Mr.,Harold James,32,Third,Passenger,British,,,,Adult,Male
1655,ADAMSON,Mr.,Thomas,32,Victualling,Crew,British,First Waiter,,,Adult,Male
1656,AINDOW,Mr.,Charles,,Victualling,Crew,British,Night Watchman,,,Adult,Male
1657,ALLAN,Mr.,Ashley,,Victualling,Crew,British,Third Waiter,,,Adult,Male
1658,ALLEN,Mr.,Norman Frederick,,Victualling,Crew,British,Second Waiter,,,Adult,Male
1659,ALLPORT,Mr.,Harry Ride George,34,Victualling,Crew,British,Saloon Steward,,,Adult,Male
1660,ALMOND,Mr.,John,,Victualling,Crew,British,First Waiter,,,Adult,Male
1661,ANDERSON,Mr.,James,,Victualling,Crew,British,Second Cabin Cabin Bed Steward,,,Adult,Male
1662,ANDERSON,Mr.,William,,Victualling,Crew,British,Barkeeper,,,Adult,Male
1663,ARCHER,Mr.,Joseph,,Victualling,Crew,British,First Waiter,,,Adult,Male
1664,ASHCROFT,Mr.,Gordon Ernest,,Victualling,Crew,British,First Waiter,,,Adult,Male
1665,BAIN,Mr.,Duncan Campbell,,Victualling,Crew,British,Waiter,,,Adult,Male
1666,BALDWIN,Mr.,Thomas,28,Victualling,Crew,British,First Waiter,,,Adult,Male
1667,BALDWIN,Mr.,Edgar,,Victualling,Crew,British,First Waiter,,,Adult,Male
1668,BANNER,Mr.,A.,,Victualling,Crew,British,Waiter,,,Adult,Male
1669,BARNES,Mr.,William,44,Victualling,Crew,British,Saloon Cabin Bed Steward,,,Adult,Male
1670,BATES,Master,George,17,Victualling,Crew,British,Steward's Boy,,,Minor,Male
1671,BECKETT,Mr.,Henry,38,Victualling,Crew,British,Passenger Cook,,,Adult,Male
1672,BEESLEY,Mr.,George William Alfred,,Victualling,Crew,British,Junior Assistant Purser,,,Adult,Male
1673,BETRAND,Mr.,Maurice (Laparge),,Victualling,Crew,British,Extra Second Cook,,,Adult,Male
1674,BIRD,Miss,Marian May,40,Victualling,Crew,British,Stewardess,,,Adult,Female
1675,BIRD,Mr.,Walter,,Victualling,Crew,British,Chief Butcher,,,Adult,Male
1676,BLEND,Mr.,John Henry,,Victualling,Crew,British,Waiter,,,Adult,Male
1677,BLYTHYN,Mr.,Robert William,,Victualling,Crew,British,Smokeroom Steward,,,Adult,Male
1678,BOND,Mr.,Edward,,Victualling,Crew,British,Saloon Cabin Bed Steward,,,Adult,Male
1679,BOSTOCK,Mr.,Joseph James,,Victualling,Crew,British,Assistant Engineers' Mess Steward,,,Adult,Male
1680,BOYD,Mr.,Fullerton Rimmer,37,Victualling,Crew,British,Boots Steward,,,Adult,Male
1681,BROOKE,Mr.,George,,Victualling,Crew,British,Third Waiter,,,Adult,Male
1682,BROWN,Mr.,James H.,29,Victualling,Crew,British,First Waiter,,,Adult,Male
1683,BROWNE,Mr.,E. Bennett,,Victualling,Crew,British,First Waiter,,,Adult,Male
1684,BURDEN,Mr.,Arthur Howell,,Victualling,Crew,British,Assistant Purser,,,Adult,Male
1685,BURROWS,Mr.,Francis,,Victualling,Crew,British,Waiter,,,Adult,Male
1686,BURROWS,Master,William,15,Victualling,Crew,British,Steward's Boy,,,Minor,Male
1687,CALDICOTT,Mr.,Samuel,32,Victualling,Crew,British,Assistant Smokeroom Steward,,,Adult,Male
1688,CARTWRIGHT,Mr.,Harry,,Victualling,Crew,British,Second Cabin Cabin Bed Steward,,,Adult,Male
1689,CASEY,Mr.,Martin,,Victualling,Crew,British,Second Cabin Cabin Bed Steward,,,Adult,Male
1690,CASSELS,Miss,Nora Isabel,44,Victualling,Crew,British,Stewardess,,,Adult,Female
1691,CHAMBERLAIN,Mr.,Richard,,Victualling,Crew,British,Night Watchman,,,Adult,Male
1692,CHARLTON,Mr.,George J.,53,Victualling,Crew,British,Saloon Cabin Bed Steward,,,Adult,Male
1693,CHISHOLM,Mr.,Robert Daniel Fletcher,33,Victualling,Crew,British,Second Steward,,,Adult,Male
1694,CHRISTIAN,Mr.,K.,,Victualling,Crew,British,Second Cabin Cabin Bed Steward,,,Adult,Male
1695,CHRISTIAN,Mr.,William Edward,,Victualling,Crew,British,Third Baker,,,Adult,Male
1696,CLARK,Master,Robert James,15,Victualling,Crew,British,Steward's Boy,,,Minor,Male
